levelId,levelName,sourceColorId,sourceHex,semanticFamily,usage,localColorId,localName,localHex,mappingScore,topCandidates,isHighRisk
96,毛线猫,6,#5A5A5A,黑/深灰,412,19,深灰,#373737,15.173,19深灰:15.173 / 17酒红:35.082 / 18深蓝:46.605,False
96,毛线猫,7,#FFB3AD,红,83,14,浅粉,#EEB2BC,32.031,14浅粉:32.031 / 5肤色:35.582 / 1粉红:52.137,True
96,毛线猫,8,#D1C5C5,米白/白,180,20,米白,#F2EDE4,14.446,20米白:14.446 / 15浅紫:14.733 / 6米黄:29.842,False
96,毛线猫,9,#BD3734,红,32,16,棕色,#974714,29.068,16棕色:29.068 / 10红色:29.728 / 17酒红:36.903,False
96,毛线猫,10,#FFDF6D,黄,23,3,黄色,#F8C811,-3.219,3黄色:-3.219 / 9黄绿:44.605 / 4橙色:49.233,False
96,毛线猫,11,#FF4C48,红,47,10,红色,#EA281A,16.813,10红色:16.813 / 16棕色:45.108 / 1粉红:48.402,False
96,毛线猫,12,#E6B149,黄,18,3,黄色,#F8C811,-1.39,3黄色:-1.39 / 4橙色:33.742 / 9黄绿:54.567,False
97,草莓蛋糕,0,#563020,橙/棕,136,17,酒红,#782F3C,25.992,17酒红:25.992 / 16棕色:34.588 / 19深灰:45.483,False
97,草莓蛋糕,1,#7DBC63,绿,19,11,绿色,#37A92D,26.573,11绿色:26.573 / 9黄绿:38.627 / 12深绿:45.952,False
97,草莓蛋糕,2,#E0414C,红,88,10,红色,#EA281A,28.503,10红色:28.503 / 1粉红:36.288 / 16棕色:40.788,False
97,草莓蛋糕,3,#C4B9B3,橙/棕,80,20,米白,#F2EDE4,18.234,20米白:18.234 / 14浅粉:20.573 / 5肤色:23.326,False
97,草莓蛋糕,4,#FFBD5B,黄,169,3,黄色,#F8C811,1.094,3黄色:1.094 / 4橙色:30.967 / 9黄绿:60.663,False
97,草莓蛋糕,5,#FBFDFC,米白/白,156,20,米白,#F2EDE4,-2.897,20米白:-2.897 / 15浅紫:25.918 / 6米黄:31.019,False
98,鼠鼠我呀,0,#262627,黑/深灰,158,19,深灰,#373737,-0.095,19深灰:-0.095 / 17酒红:37.286 / 18深蓝:46.106,False
98,鼠鼠我呀,1,#D74126,红,36,10,红色,#EA281A,15.867,10红色:15.867 / 16棕色:31.577 / 17酒红:54.384,False
98,鼠鼠我呀,2,#573030,红,69,17,酒红,#782F3C,18.299,17酒红:18.299 / 16棕色:44.904 / 19深灰:59.428,False
98,鼠鼠我呀,3,#FF8B86,红,60,1,粉红,#ED5090,39.741,1粉红:39.741 / 16棕色:43.024 / 17酒红:46.206,False
98,鼠鼠我呀,4,#9A9A9A,灰,184,15,浅紫,#C4BED9,20.694,15浅紫:20.694 / 20米白:30.703 / 19深灰:40.533,False
98,鼠鼠我呀,5,#F3F3F3,米白/白,197,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
99,樱桃巧克力,0,#28130C,黑/深灰,372,19,深灰,#373737,33.35,19深灰:33.35 / 17酒红:36.464 / 16棕色:71.004,False
99,樱桃巧克力,1,#FFFFFF,米白/白,131,20,米白,#F2EDE4,-2.147,20米白:-2.147 / 15浅紫:26.257 / 6米黄:31.651,False
99,樱桃巧克力,2,#F76A67,红,231,10,红色,#EA281A,34.092,10红色:34.092 / 1粉红:37.619 / 16棕色:39.574,False
99,樱桃巧克力,3,#ECC8B0,橙/棕,366,5,肤色,#F4BD9E,9.932,5肤色:9.932 / 6米黄:41.213 / 14浅粉:44.061,False
99,樱桃巧克力,4,#68301A,橙/棕,541,16,棕色,#974714,24.346,16棕色:24.346 / 17酒红:24.985 / 4橙色:51.574,False
99,樱桃巧克力,5,#B3503C,红,482,16,棕色,#974714,18.6,16棕色:18.6 / 17酒红:32.415 / 10红色:41.216,False
99,樱桃巧克力,6,#B6896A,橙/棕,155,5,肤色,#F4BD9E,20.797,5肤色:20.797 / 16棕色:33.972 / 4橙色:41.011,False
99,樱桃巧克力,7,#E39F41,橙/棕,247,4,橙色,#FE8B10,10.485,4橙色:10.485 / 3黄色:33.301 / 16棕色:38.391,False
100,橘猫拉面,0,#542C14,橙/棕,496,17,酒红,#782F3C,29.849,17酒红:29.849 / 16棕色:30.206 / 19深灰:50.233,False
100,橘猫拉面,1,#FFCA57,黄,226,3,黄色,#F8C811,-6.975,3黄色:-6.975 / 4橙色:36.811 / 9黄绿:52.121,False
100,橘猫拉面,2,#FC7C72,红,80,16,棕色,#974714,38.784,16棕色:38.784 / 10红色:38.802 / 1粉红:41.012,False
100,橘猫拉面,3,#D48334,橙/棕,26,4,橙色,#FE8B10,8.237,4橙色:8.237 / 16棕色:26.252 / 3黄色:44.636,False
100,橘猫拉面,4,#2D2A3E,蓝,129,18,深蓝,#36387E,34.504,18深蓝:34.504 / 19深灰:46.73 / 13天蓝:66.394,False
100,橘猫拉面,5,#89C3EB,天蓝,279,13,天蓝,#20A8DC,18.848,13天蓝:18.848 / 2青色:39.589 / 15浅紫:69.371,False
100,橘猫拉面,6,#3884B8,天蓝,469,13,天蓝,#20A8DC,17.047,13天蓝:17.047 / 2青色:55.949 / 18深蓝:62.014,False
100,橘猫拉面,7,#F3F3F3,米白/白,475,20,米白,#F2EDE4,-4.685,20米白:-4.685 / 15浅紫:22.925 / 6米黄:30.358,False
100,橘猫拉面,8,#EE6C1D,橙/棕,146,4,橙色,#FE8B10,1.724,4橙色:1.724 / 16棕色:32.78 / 10红色:47.939,False
100,橘猫拉面,9,#6EB842,绿,26,11,绿色,#37A92D,16.383,11绿色:16.383 / 9黄绿:27.307 / 12深绿:56.28,False
100,橘猫拉面,10,#D1C5C5,米白/白,64,20,米白,#F2EDE4,14.446,20米白:14.446 / 15浅紫:14.733 / 6米黄:29.842,False
100,橘猫拉面,11,#93513E,红,164,16,棕色,#974714,22.611,16棕色:22.611 / 17酒红:24.766 / 1粉红:56.16,False
